industry	category	name	domain	source	dataset
accommodation_food	hotel	The Peninsula Hong Kong	peninsula.com	Hong Kong Tourism Board / Hotel Register	hktb_hotels.tsv
accommodation_food	hotel	Mandarin Oriental, Hong Kong	mandarinoriental.com	Hong Kong Tourism Board / Hotel Register	hktb_hotels.tsv
accommodation_food	hotel	The Ritz-Carlton, Hong Kong	ritzcarlton.com	Hong Kong Tourism Board / Hotel Register	hktb_hotels.tsv
accommodation_food	hotel	Four Seasons Hotel Hong Kong	fourseasons.com	Hong Kong Tourism Board / Hotel Register	hktb_hotels.tsv
accommodation_food	hotel	Island Shangri-La, Hong Kong	shangri-la.com	Hong Kong Tourism Board / Hotel Register	hktb_hotels.tsv
accommodation_food	hotel	Kowloon Shangri-La, Hong Kong	shangri-la.com	Hong Kong Tourism Board / Hotel Register	hktb_hotels.tsv
accommodation_food	hotel	Kerry Hotel, Hong Kong	shangri-la.com	Hong Kong Tourism Board / Hotel Register	hktb_hotels.tsv
accommodation_food	hotel	The Langham, Hong Kong	langhamhotels.com	Hong Kong Tourism Board / Hotel Register	hktb_hotels.tsv
accommodation_food	hotel	Cordis, Hong Kong	cordishotels.com	Hong Kong Tourism Board / Hotel Register	hktb_hotels.tsv
accommodation_food	hotel	W Hong Kong	marriott.com	Hong Kong Tourism Board / Hotel Register	hktb_hotels.tsv
accommodation_food	hotel	JW Marriott Hotel Hong Kong	marriott.com	Hong Kong Tourism Board / Hotel Register	hktb_hotels.tsv
accommodation_food	hotel	Hong Kong Ocean Park Marriott Hotel	marriott.com	Hong Kong Tourism Board / Hotel Register	hktb_hotels.tsv
accommodation_food	hotel	The St. Regis Hong Kong	marriott.com	Hong Kong Tourism Board / Hotel Register	hktb_hotels.tsv
accommodation_food	hotel	Renaissance Hong Kong Harbour View Hotel	marriott.com	Hong Kong Tourism Board / Hotel Register	hktb_hotels.tsv
accommodation_food	hotel	InterContinental Hong Kong	ihg.com	Hong Kong Tourism Board / Hotel Register	hktb_hotels.tsv
accommodation_food	hotel	InterContinental Grand Stanford Hong Kong	ihg.com	Hong Kong Tourism Board / Hotel Register	hktb_hotels.tsv
accommodation_food	hotel	Crowne Plaza Hong Kong Causeway Bay	ihg.com	Hong Kong Tourism Board / Hotel Register	hktb_hotels.tsv
accommodation_food	hotel	Hotel Indigo Hong Kong Island	ihg.com	Hong Kong Tourism Board / Hotel Register	hktb_hotels.tsv
accommodation_food	hotel	Hyatt Regency Hong Kong, Tsim Sha Tsui	hyatt.com	Hong Kong Tourism Board / Hotel Register	hktb_hotels.tsv
accommodation_food	hotel	Grand Hyatt Hong Kong	hyatt.com	Hong Kong Tourism Board / Hotel Register	hktb_hotels.tsv
